timestamp,open,close,high,low,volume,unix_timestamp,date,kline_timestamp,daily_change,daily_change_pct,volume_usd,rolling_avg_7d,rolling_avg_30d,rolling_vol_7d
1634083200000,19840.68724537239,19922.25320564457,20220.52229185824,19680.247954701597,1527448257.6290355,1634083200000,2021-10-13,1634083200000,,,1527448257.6290355,,,
1634169600000,20173.34400366172,20865.14230760744,21212.87752118716,19886.71648101712,1981621799.389411,1634169600000,2021-10-14,1634169600000,0.04732843681033616,4.732843681033616,1981621799.389411,,,
1634256000000,20094.58777839649,18986.27505634269,20259.184499905066,18832.593099960464,235056414.12736642,1634256000000,2021-10-15,1634256000000,-0.09004813979053061,-9.004813979053061,235056414.12736642,,,
1634342400000,19483.760984213182,18851.3540091555,19842.834040467333,18716.63372161967,580361017.1481477,1634342400000,2021-10-16,1634342400000,-0.007106241049747997,-0.7106241049747997,580361017.1481477,,,
1634428800000,19344.520589844455,19412.934341247852,19551.621883271913,19104.62679571065,1915877673.5953343,1634428800000,2021-10-17,1634428800000,0.029789920226399147,2.9789920226399147,1915877673.5953343,,,
1634515200000,19273.092085249737,18537.648281644168,19352.984579321925,18414.00686909685,899154060.4360992,1634515200000,2021-10-18,1634515200000,-0.04508777726321933,-4.508777726321933,899154060.4360992,,,
1634601600000,19235.36186748127,18786.21653386928,19481.54966356844,18258.48072406408,729826759.2709886,1634601600000,2021-10-19,1634601600000,0.013408834197768282,1.3408834197768282,729826759.2709886,19337.40339078736,,
1634688000000,19741.32251008924,19496.756310471865,19900.737371423045,19024.267264538947,244466078.16029027,1634688000000,2021-10-20,1634688000000,0.037822398955189795,3.7822398955189795,244466078.16029027,19276.6181200484,,0.7911350200234589
1634774400000,18974.18174365782,18089.712764724085,19157.756012543006,17557.439348374115,657672344.4899368,1634774400000,2021-10-21,1634774400000,-0.07216808392850693,-7.216808392850693,657672344.4899368,18880.128185350775,,0.8030960750940943
1634860800000,19818.619884405172,19278.452310319426,20066.85742584278,18949.477135485628,1297955880.5908566,1634860800000,2021-10-22,1634860800000,0.06571356665836325,6.571356665836325,1297955880.5908566,18921.867793061738,,0.7678016806143926
1634947200000,20037.840847369953,19806.92279705856,20555.186937708735,19252.29315812354,846897114.9941385,1634947200000,2021-10-23,1634947200000,0.027412495475907628,2.741249547590763,846897114.9941385,19058.37761990503,,0.7762361818958496
1635033600000,20345.875021286778,20072.25883188222,20643.835431378095,19809.95250338968,1686857932.9006464,1635033600000,2021-10-24,1635033600000,0.013396126068763392,1.3396126068763392,1686857932.9006464,19152.5668328528,,0.7631426868833158
1635120000000,19018.63224148137,19061.932947196503,19233.27193055022,18632.017178985116,1364650344.8341322,1635120000000,2021-10-25,1635120000000,-0.05033443884656086,-5.033443884656085,1364650344.8341322,19227.46464221742,,0.7783306102703412
1635206400000,19210.025407638786,18695.245878721875,19679.564137673442,18372.428579922824,1350350154.0977895,1635206400000,2021-10-26,1635206400000,-0.01923661516858699,-1.923661516858699,1350350154.0977895,19214.468834339215,,0.7881650119080168
1635292800000,18850.670174154926,18223.282255026512,19155.69157407959,18142.6901000216,827663205.8104436,1635292800000,2021-10-27,1635292800000,-0.0252451145471444,-2.52451145471444,827663205.8104436,19032.543969275597,,0.7523268509128579
1635379200000,19303.71502300876,18660.44748394058,19423.93843722238,18573.5985383208,696083547.0095162,1635379200000,2021-10-28,1635379200000,0.02398937923454958,2.398937923454958,696083547.0095162,19114.07750059224,,0.6210551698432774
1635465600000,19580.802074178984,20802.167176091152,20951.171510386175,19040.255747845276,633512993.3826638,1635465600000,2021-10-29,1635465600000,0.11477322256037881,11.47732225603788,633512993.3826638,19331.751052845346,,0.8497929204444686
1635552000000,20461.978311507406,21339.739861593443,21957.435138436696,19988.16410175606,1116731232.6460388,1635552000000,2021-10-30,1635552000000,0.02584214812580421,2.584214812580421,1116731232.6460388,19550.72491920747,,0.8486565630957676
1635638400000,19561.63924761621,18240.301757012214,19987.641027189467,18088.677082504975,1035508727.7035322,1635638400000,2021-10-31,1635638400000,-0.1452425439430729,-14.52425439430729,1035508727.7035322,19289.01676565461,,1.267298634267669
1635724800000,18982.816554887206,18659.78503769372,19330.50078262823,18648.701248516412,483701414.15893817,1635724800000,2021-11-01,1635724800000,0.0229976064140629,2.29976064140629,483701414.15893817,19231.56706429707,,1.2473903362784777
1635811200000,19541.62889680601,19667.34047506148,20021.486084322707,19451.618145604923,873716222.835858,1635811200000,2021-11-02,1635811200000,0.05399609027287533,5.399609027287533,873716222.835858,19370.437720917016,,1.2777251183205693
1635897600000,19035.40268998553,18344.991174366332,19386.4617844601,17838.414656424487,1425782216.6855624,1635897600000,2021-11-03,1635897600000,-0.06723579643988509,-6.723579643988509,1425782216.6855624,19387.82470939413,,1.3494199469376822
1635984000000,19980.347570355912,19739.87406844755,20018.56495698132,19318.909696830942,1796872471.2280004,1635984000000,2021-11-04,1635984000000,0.07603617144445951,7.603617144445951,1796872471.2280004,19542.028507180843,,1.4160318020730265
1636070400000,19770.267579360992,19620.15078301619,20041.102519227257,19488.814448323512,1598148814.9871004,1636070400000,2021-11-05,1636070400000,-0.006065048085728497,-0.6065048085728497,1598148814.9871004,19373.169022455848,,1.217996314563637
1636156800000,20758.898632282093,20434.26211542867,21318.57767000113,20043.564660312964,1490261129.9426143,1636156800000,2021-11-06,1636156800000,0.04149363281739915,4.149363281739915,1490261129.9426143,19243.81505871802,,1.2384507283800472
1636243200000,20997.94247859358,20617.286086570883,21418.227662732545,20614.29492483931,1399891446.1264505,1636243200000,2021-11-07,1636243200000,0.008956720340981716,0.8956720340981716,1399891446.1264505,19583.384248654977,,0.7435755637865636
1636329600000,20899.02031262998,21238.232430459197,21525.607054580345,20467.065575750505,824278155.270909,1636329600000,2021-11-08,1636329600000,0.03011775367916969,3.011775367916969,824278155.270909,19951.733876192902,,0.7465665609205134
1636416000000,19533.42158234858,18513.802042307194,19880.08339210453,18287.046357602958,814039573.4625666,1636416000000,2021-11-09,1636416000000,-0.128279525947965,-12.8279525947965,814039573.4625666,19786.942671513716,,1.107706626772723
1636502400000,19211.176481897906,18907.524359065523,19551.237003344475,18715.581072961915,939896297.6072547,1636502400000,2021-11-10,1636502400000,0.021266421443774997,2.1266421443774997,939896297.6072547,19867.304555042174,,1.0280619988811712
1636588800000,18818.987509267583,18927.898560331367,19316.0514314564,18684.45402484928,1336399966.7836366,1636588800000,2021-11-11,1636588800000,0.0010775710705921426,0.10775710705921426,1336399966.7836366,19751.308053882716,19393.3397080766,0.9053045938824172
1636675200000,19226.504476745944,20722.338897899575,20935.555549902045,18770.292110053582,411725836.36704123,1636675200000,2021-11-12,1636675200000,0.0948039916765484,9.480399167654841,411725836.36704123,19908.763498866057,19420.00923115177,1.0828288398040125
1636761600000,18873.312200540167,19430.69596472876,19636.626132713296,18615.248975445204,1430859881.0476031,1636761600000,2021-11-13,1636761600000,-0.06233094341014456,-6.233094341014455,1430859881.0476031,19765.396905908925,19372.19435305581,1.1336734765500371
1636848000000,19403.961614817483,19691.673848013543,20105.324070762286,19152.376382660103,1459050121.8902586,1636848000000,2021-11-14,1636848000000,0.013431216450430883,1.3431216450430883,1459050121.8902586,19633.166586115025,19395.707646111507,1.1362874600736077
1636934400000,18730.48933980223,19532.807194240686,20049.293633152378,18629.452883312053,474438240.7769657,1636934400000,2021-11-15,1636934400000,-0.008067706940458108,-0.8067706940458108,474438240.7769657,19389.53440951238,19418.42275228101,1.110553757933264
